Model,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
Squeezenet,2024-11-01T18:33:08.888545,04:00:47,62,22,44,7,0.46674746996974803,0.3990377416970651,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,36.25,854,40,2767,OFF,MAXN
Squeezenet,2024-11-01T18:33:09.888993,04:00:48,74,18,38,3,0.4654211133118515,0.40222206327635124,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,36.5,36,36,36.25,773,40,2645,OFF,MAXN
Squeezenet,2024-11-01T18:33:10.897599,04:00:49,60,30,31,25,0.4640918004355495,0.4028800991822235,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.25,1016,81,2849,OFF,MAXN
Squeezenet,2024-11-01T18:33:11.901001,04:00:50,48,57,36,56,0.462324967,0.40554752878907085,0,0,49.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36.5,36,36.5,1292,686,3802,OFF,MAXN
Squeezenet,2024-11-01T18:33:12.902100,04:00:51,19,35,26,50,0.46216139,0.40552559425887513,0,0,74.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38.5,37,37,37,1451,807,4159,OFF,MAXN
Squeezenet,2024-11-01T18:33:13.898966,04:00:52,16,56,28,36,0.462189967,0.405517011,0,0,50.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,37,36.5,37.25,1411,726,4193,OFF,MAXN
Squeezenet,2024-11-01T18:33:14.906748,04:00:53,15,68,23,25,0.4623752229481381,0.4055122428057125,0,0,0.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,37,36.5,37.5,1491,927,4394,OFF,MAXN
Squeezenet,2024-11-01T18:33:15.907137,04:00:54,24,23,36,51,0.46225894502419174,0.405507474,0,0,0.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,37,37,37.5,1612,725,4273,OFF,MAXN
Squeezenet,2024-11-01T18:33:16.903560,04:00:55,25,46,22,40,0.46224909096284034,0.4055036597286794,0,0,9.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,37,36.5,37.25,1451,927,4354,OFF,MAXN
Squeezenet,2024-11-01T18:33:17.902639,04:00:56,22,42,34,40,0.46221854337265106,0.4054988913525499,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,37,37,37.25,1612,846,4548,OFF,MAXN
Squeezenet,2024-11-01T18:33:18.911223,04:00:57,20,22,39,60,0.46218898118859686,0.4054941229764204,0,0,83,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,37,37,37.25,1451,766,4354,OFF,MAXN
Squeezenet,2024-11-01T18:33:19.911021,04:00:58,30,40,17,53,0.4622668282732728,0.4054922156259686,0,0,61.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38.5,37.5,36.5,37.5,1449,967,4159,OFF,MAXN
Squeezenet,2024-11-01T18:33:20.908533,04:00:59,26,20,63,32,0.4624195662242193,0.405488401,0,0,36.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39,37.5,37,37.75,1529,1127,4435,OFF,MAXN
Squeezenet,2024-11-01T18:33:21.907160,04:01:00,25,50,51,19,0.4622983612695973,0.40548363254893544,0,0,7.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39,37,37,37.75,1612,846,4428,OFF,MAXN
Squeezenet,2024-11-01T18:33:22.908523,04:01:01,22,70,31,18,0.4622954050511918,0.40547600314712823,0,0,0.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39,37.5,37,37.75,1569,1086,4548,OFF,MAXN
Squeezenet,2024-11-01T18:33:23.908699,04:01:02,23,41,25,49,0.4623200402045703,0.4054721884462246,0,0,15.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,37.5,37,37.75,1572,685,4314,OFF,MAXN
Squeezenet,2024-11-01T18:33:24.909048,04:01:03,21,61,18,41,0.4621948936254077,0.4054702810957728,0,0,63.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39,37.5,37,38,1491,806,4354,OFF,MAXN
Squeezenet,2024-11-01T18:33:25.908697,04:01:04,19,43,49,27,0.46212492978981284,0.4054674200700951,0,0,93.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,37.5,37,37.75,1489,927,4152,OFF,MAXN
Squeezenet,2024-11-01T18:33:26.918306,04:01:05,20,80,22,20,0.46212492978981284,0.4054664663948692,0,0,92,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,38.5,37.5,37.5,38,1451,887,4119,OFF,MAXN
Squeezenet,2024-11-01T18:33:27.911212,04:01:06,28,66,32,18,0.462189967,0.4054636053691915,0,0,98.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39.5,38,37.5,38.75,1451,887,4199,OFF,MAXN
Squeezenet,2024-11-01T18:33:28.919573,04:01:07,20,29,25,73,0.4622155871542456,0.4054616980187397,0,0,0.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,38,37.5,38.75,1449,1048,4233,OFF,MAXN
Squeezenet,2024-11-01T18:33:29.925774,04:01:08,22,34,39,44,0.46230624451867836,0.4054607443435138,0,0,18.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,38,37,38.25,1489,927,4119,OFF,MAXN
Squeezenet,2024-11-01T18:33:30.922647,04:01:09,31,51,36,27,0.46223628068308353,0.4054597906682879,0,0,37.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,38,37,38.25,1489,1008,4233,OFF,MAXN
Squeezenet,2024-11-01T18:33:31.917557,04:01:10,22,23,58,42,0.4621742000965698,0.405458837,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,38,37,38,1529,1046,4589,OFF,MAXN
Squeezenet,2024-11-01T18:33:32.916308,04:01:11,22,20,34,64,0.462260916,0.4054569296426102,0,0,79.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39.5,38,37.5,38.25,1489,967,4233,OFF,MAXN
Squeezenet,2024-11-01T18:33:33.921271,04:01:12,22,43,31,43,0.4622658428671377,0.4054559759673843,0,0,85.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39.5,38,37.5,38,1449,1008,4193,OFF,MAXN
Squeezenet,2024-11-01T18:33:34.922584,04:01:13,21,45,33,43,0.46218306875178605,0.4054550222921584,0,0,87.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39.5,38,37.5,38,1489,967,4199,OFF,MAXN
Squeezenet,2024-11-01T18:33:35.922538,04:01:14,22,34,22,64,0.46214168169411024,0.4054540686169325,0,0,4.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,38,37.5,38.25,1489,1127,4354,OFF,MAXN
Squeezenet,2024-11-01T18:33:36.925553,04:01:15,20,31,71,16,0.461926863,0.4054531149417066,0,0,0.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,38,37.5,38.25,1569,1127,4508,OFF,MAXN
Squeezenet,2024-11-01T18:33:37.924457,04:01:16,24,28,55,36,0.46189138853578504,0.4054521612664807,0,0,95.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,38,38,38.25,1451,806,4078,OFF,MAXN
Squeezenet,2024-11-01T18:33:38.924660,04:01:17,22,43,23,55,0.4618293079492713,0.4054512075912548,0,0,19.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39.5,38,37.5,38.5,1489,1086,4314,OFF,MAXN
